Reported_Power_Median,Measured_Power_Median,Ratio_Median_Power,Enb_Config,Non_Enb_Config,Round,Total_Tx_Power,Negative_Power_Headroom_Percentage
-8.01,-72.69,64.67999999999999,14,24,1,1.0,1.0
-28.021,-92.785,64.764,14,25,1,-22.0,1.0
-8.01,-72.72800000000001,64.718,14,26,1,1.0,1.0
-28.021,-92.794,64.773,14,27,1,-22.0,1.0
-8.0,-72.774,64.774,14,28,1,2.0,1.0
-28.01,-92.77600000000001,64.766,14,29,1,-19.0,1.0
-8.01,-72.783,64.773,14,30,1,-5.0,1.0
-27.01,-91.925,64.91499999999999,14,31,1,-20.0,1.0
-8.01,-72.758,64.74799999999999,14,32,1,-2.0,1.0
-27.01,-92.446,65.43599999999999,14,1,2,-18.0,1.0
-7.99,-73.327,65.337,14,2,2,8.0,1.0
-26.99,-92.59700000000001,65.60700000000001,14,3,2,-16.0,1.0
-7.031000000000001,-72.483,65.452,14,4,2,2.0,1.0
-26.811999999999998,-91.51799999999999,64.70599999999999,14,5,2,-17.0,1.0
-6.99,-72.53399999999999,65.544,14,6,2,5.0,1.0
-26.99,-92.59299999999999,65.603,14,7,2,-10.0,1.0
-7.01,-72.47,65.46,14,8,2,2.0,1.0
-25.021,-90.689,65.66799999999999,14,9,2,-16.0,1.0
-7.031000000000001,-72.44800000000001,65.417,14,10,2,2.0,1.0
-27.031,-92.464,65.43299999999999,14,11,2,-18.0,1.0
-6.99,-72.532,65.542,14,12,2,4.0,1.0
-26.99,-92.575,65.58500000000001,14,13,2,-13.0,1.0
-7.031000000000001,-72.457,65.42599999999999,14,14,2,2.0,1.0
-28.01,-93.49600000000001,65.486,14,15,2,-19.0,1.0
-7.0,-72.45100000000001,65.45100000000001,14,16,2,5.0,1.0
-26.021,-91.691,65.67,14,17,2,-17.0,1.0
-5.021,-70.501,65.48,14,18,2,1.0,1.0
-27.0,-92.527,65.527,14,19,2,-16.0,1.0
-7.021,-72.518,65.497,14,20,2,-1.0,1.0
-25.021,-91.12299999999999,66.10199999999999,14,21,2,-23.0,1.0
-8.0,-73.461,65.461,14,22,2,1.0,1.0
-28.01,-93.64399999999999,65.63399999999999,14,23,2,-25.0,1.0
-7.021,-72.461,65.44,14,24,2,2.0,1.0
-27.781999999999996,-93.087,65.305,14,25,2,-21.5,1.0
-6.563,-71.721,65.158,14,26,2,3.0,1.0
-27.021,-92.571,65.55,14,27,2,-21.0,1.0
-7.01,-72.445,65.43499999999999,14,28,2,3.0,1.0
-25.01,-90.554,65.544,14,29,2,-16.0,1.0
-8.01,-71.256,63.246,14,30,2,-3.5,1.0
-28.01,-93.529,65.51899999999999,14,31,2,-20.0,1.0
-7.01,-72.54899999999999,65.53899999999999,14,32,2,-4.0,1.0
-25.01,-92.59,67.58,14,1,3,-16.0,1.0
-4.99,-72.711,67.721,14,2,3,6.0,1.0
-24.99,-92.62200000000001,67.63200000000002,14,3,3,-12.0,1.0
-6.031000000000001,-73.70100000000001,67.67,14,4,3,3.0,1.0
-25.031,-92.444,67.41300000000001,14,5,3,-16.0,1.0
-4.99,-72.685,67.69500000000001,14,6,3,8.5,1.0
-24.99,-92.678,67.688,14,7,3,-14.0,1.0
-5.031000000000001,-72.544,67.51299999999999,14,8,3,4.0,1.0
-24.791999999999998,-91.897,67.105,14,9,3,-10.0,1.0
-3.015,-70.73899999999999,67.72399999999999,14,10,3,7.0,1.0
-25.031,-92.463,67.43199999999999,14,11,3,-16.0,1.0
-4.99,-72.758,67.768,14,12,3,6.0,1.0
-24.563000000000002,-92.16799999999999,67.60499999999999,14,13,3,-14.5,1.0
-5.031000000000001,-72.609,67.57799999999999,14,14,3,4.0,1.0
-25.01,-92.545,67.535,14,15,3,-16.0,1.0
-5.0,-72.607,67.607,14,16,3,6.0,1.0
-26.021,-93.611,67.59,14,17,3,-17.0,1.0
-5.021,-72.691,67.67,14,18,3,1.0,1.0
-25.01,-92.604,67.594,14,19,3,-15.0,1.0
-25.01,-92.781,67.771,14,21,3,-19.5,1.0
-5.01,-72.627,67.61699999999999,14,22,3,4.0,1.0
-5.01,-72.562,67.55199999999999,14,24,3,4.5,1.0
-25.021,-92.70299999999999,67.68199999999999,14,25,3,-19.0,1.0
-5.01,-72.688,67.678,14,26,3,5.5,1.0
-25.021,-92.74700000000001,67.72600000000001,14,27,3,-19.0,1.0
-5.01,-72.767,67.75699999999999,14,28,3,5.0,1.0
-25.01,-92.618,67.60799999999999,14,29,3,-16.0,1.0
-5.01,-72.734,67.72399999999999,14,30,3,-2.0,1.0
-24.553,-92.105,67.552,14,31,3,-16.0,1.0
-5.01,-72.684,67.67399999999999,14,32,3,-0.5,1.0
-26.021,-91.448,65.42699999999999,15,1,1,-20.0,1.0
-28.021,-93.46,65.439,15,3,1,-22.0,1.0
-7.021,-72.529,65.508,15,4,1,-1.0,1.0
-28.021,-93.492,65.471,15,5,1,-22.0,1.0
-26.021,-91.505,65.484,15,7,1,-20.0,1.0
-7.021,-72.719,65.698,15,8,1,-1.0,1.0
-28.021,-93.48200000000001,65.46100000000001,15,9,1,-22.0,1.0
-6.021,-71.654,65.633,15,10,1,0.0,1.0
-29.021,-94.27600000000001,65.25500000000001,15,11,1,-23.0,1.0
-28.021,-93.486,65.465,15,13,1,-22.0,1.0
-6.021,-71.535,65.514,15,14,1,0.0,1.0
-26.021,-91.29,65.269,15,15,1,-20.0,1.0
-6.021,-71.471,65.45,15,16,1,-0.75,1.0
-28.021,-93.45700000000001,65.436,15,17,1,-22.0,1.0
-5.021,-70.548,65.527,15,18,1,1.0,1.0
-28.563000000000002,-93.988,65.425,15,19,1,-20.5,1.0
-7.021,-72.385,65.364,15,20,1,0.5,1.0
-28.021,-93.37100000000001,65.35000000000001,15,21,1,-22.0,1.0
-28.021,-93.34700000000001,65.32600000000001,15,23,1,-22.0,1.0
-7.021,-73.26899999999999,66.24799999999999,15,24,1,-1.0,1.0
-26.021,-91.41799999999999,65.39699999999999,15,25,1,-20.0,1.0
-25.781999999999996,-91.275,65.49300000000001,15,27,1,-18.0,1.0
-6.021,-71.447,65.426,15,28,1,0.0,1.0
-26.021,-91.376,65.355,15,29,1,-20.0,1.0
-6.021,-71.449,65.428,15,30,1,0.0,1.0
-28.01,-93.565,65.55499999999999,15,31,1,-25.0,1.0
-6.01,-72.751,66.741,15,32,1,-0.5,1.0
-30.021,-94.87200000000001,64.85100000000001,15,1,2,-24.0,1.0
-30.021,-94.87299999999999,64.85199999999999,15,3,2,-24.0,1.0
-9.021,-73.851,64.83,15,4,2,-3.0,1.0
-26.021,-90.829,64.80799999999999,15,5,2,-20.0,1.0
-27.021,-91.88799999999999,64.86699999999999,15,7,2,-21.0,1.0
-9.021,-74.072,65.051,15,8,2,-3.0,1.0
-27.021,-91.86399999999999,64.84299999999999,15,9,2,-21.0,1.0
-10.021,-75.058,65.037,15,10,2,-4.0,1.0
-28.021,-92.605,64.584,15,11,2,-22.0,1.0
-7.021,-74.92399999999999,67.90299999999999,15,12,2,-1.0,1.0
-30.021,-94.896,64.875,15,13,2,-24.0,1.0
-8.021,-72.845,64.824,15,14,2,-2.0,1.0
-30.021,-94.571,64.55,15,15,2,-24.0,1.0
-10.01,-74.487,64.47699999999999,15,16,2,-7.0,1.0
-30.021,-94.78200000000001,64.76100000000001,15,17,2,-24.0,1.0
-10.021,-74.71300000000001,64.69200000000001,15,18,2,-4.0,1.0
-30.021,-94.83,64.809,15,19,2,-21.0,1.0
-7.021,-74.21600000000001,67.19500000000001,15,20,2,-2.5,1.0
-26.021,-90.745,64.724,15,21,2,-20.0,1.0
-26.021,-90.696,64.675,15,23,2,-20.0,1.0
-7.021,-72.656,65.635,15,24,2,-1.0,1.0
-29.021,-93.819,64.798,15,25,2,-23.0,1.0
-10.021,-75.143,65.122,15,26,2,-4.0,1.0
-30.01,-94.632,64.622,15,27,2,-24.0,1.0
-10.021,-74.663,64.642,15,28,2,-4.0,1.0
-30.021,-94.714,64.693,15,29,2,-23.0,1.0
-11.020999999999999,-75.71,64.689,15,30,2,-5.0,1.0
-30.01,-94.682,64.672,15,31,2,-27.0,1.0
-6.01,-70.65899999999999,64.64899999999999,15,32,2,-3.0,1.0
-25.021,-92.465,67.444,15,1,3,-19.0,1.0
-25.021,-92.445,67.42399999999999,15,3,3,-19.0,1.0
-6.021,-73.60300000000001,67.58200000000001,15,4,3,0.0,1.0
-28.021,-95.505,67.484,15,5,3,-22.0,1.0
-25.021,-92.48200000000001,67.46100000000001,15,7,3,-19.0,1.0
-25.021,-92.45,67.429,15,9,3,-19.0,1.0
-25.021,-92.274,67.253,15,11,3,-19.0,1.0
-25.021,-92.44,67.419,15,13,3,-19.0,1.0
-5.021,-72.63,67.609,15,14,3,1.0,1.0
-27.021,-94.333,67.312,15,15,3,-21.0,1.0
-4.021,-71.917,67.896,15,16,3,2.0,1.0
-27.021,-94.41,67.389,15,17,3,-21.0,1.0
-4.021,-71.99600000000001,67.97500000000001,15,18,3,2.0,1.0
-27.021,-94.42200000000001,67.40100000000001,15,19,3,-19.0,1.0
-5.021,-72.536,67.515,15,20,3,1.0,1.0
-24.781999999999996,-91.887,67.105,15,21,3,-18.5,1.0
-26.781999999999996,-93.98200000000001,67.20000000000002,15,23,3,-20.5,1.0
-28.021,-95.40799999999999,67.38699999999999,15,25,3,-22.0,1.0
-26.01,-93.331,67.321,15,27,3,-20.0,1.0
-4.021,-71.922,67.901,15,28,3,2.0,1.0
-25.021,-92.36200000000001,67.34100000000001,15,29,3,-19.0,1.0
-5.021,-72.477,67.456,15,30,3,1.0,1.0
-25.01,-92.33200000000001,67.322,15,31,3,-22.0,1.0
-4.01,-71.501,67.491,15,32,3,-1.0,1.0
-27.99,-92.774,64.784,17,1,1,-12.5,0.0
-10.99,-75.765,64.775,17,2,1,6.0,0.0
-27.0,-91.772,64.772,17,3,1,-17.0,0.0
-11.01,-75.76899999999999,64.75899999999999,17,4,1,-2.0,0.0
-27.01,-91.734,64.72399999999999,17,5,1,-18.0,0.0
-9.99,-74.78,64.79,17,6,1,7.0,0.0
-26.99,-91.848,64.858,17,7,1,-10.0,0.0
-9.99,-74.76,64.77000000000001,17,8,1,5.0,0.0
-26.99,-91.825,64.83500000000001,17,9,1,-10.0,0.0
-7.0,-71.63600000000001,64.63600000000001,17,10,1,6.0,0.0
-27.01,-91.714,64.704,17,11,1,-18.0,0.0
-10.770999999999999,-75.357,64.586,17,12,1,6.5,0.0
-26.99,-91.669,64.679,17,13,1,-10.5,0.0
-10.01,-74.81,64.8,17,14,1,-1.0,0.0
-27.0,-91.76700000000001,64.76700000000001,17,15,1,-14.0,0.0
-10.01,-74.785,64.77499999999999,17,16,1,-1.0,0.0
-27.01,-91.78399999999999,64.77399999999999,17,17,1,-18.0,0.0
-10.0,-74.793,64.793,17,18,1,0.0,0.0
-26.01,-90.78299999999999,64.77299999999998,17,19,1,-16.5,0.0
-10.0,-74.818,64.818,17,20,1,0.0,0.0
-26.99,-91.4,64.41000000000001,17,21,1,-16.5,0.0
-10.01,-74.77,64.75999999999999,17,22,1,-0.5,0.0
-26.01,-90.835,64.82499999999999,17,23,1,-16.5,0.0
-10.01,-74.755,64.74499999999999,17,24,1,-1.0,0.0
-27.0,-91.87299999999999,64.87299999999999,17,25,1,-17.0,0.0
-10.01,-74.715,64.705,17,26,1,-1.0,0.0
-27.0,-91.912,64.912,17,27,1,-17.0,0.0
-10.01,-74.75399999999999,64.74399999999999,17,28,1,0.0,0.0
-28.01,-92.804,64.794,17,29,1,-18.0,0.0
-10.01,-74.8,64.78999999999999,17,30,1,-0.5,0.0
-27.01,-91.775,64.765,17,31,1,-18.0,0.0
-10.01,-74.8,64.78999999999999,17,32,1,-0.5,0.0
-27.0,-92.417,65.417,17,1,2,-17.0,0.0
-9.99,-75.52,65.53,17,2,2,5.5,0.0
-27.99,-93.47,65.48,17,3,2,-11.0,0.0
-9.031,-74.405,65.374,17,4,2,0.0,0.0
-27.01,-92.285,65.27499999999999,17,5,2,-15.5,0.0
-7.8020000000000005,-73.01,65.208,17,6,2,2.5,0.0
-26.99,-92.47399999999999,65.484,17,7,2,-10.0,0.0
-10.01,-75.51,65.5,17,8,2,0.0,0.0
-26.99,-92.52600000000001,65.53600000000002,17,9,2,-10.0,0.0
-7.0,-72.335,65.335,17,10,2,3.0,0.0
-27.031,-92.291,65.25999999999999,17,11,2,-18.0,0.0
-9.0,-74.449,65.449,17,12,2,1.0,0.0
-25.99,-91.428,65.438,17,13,2,-10.5,0.0
-7.031000000000001,-72.191,65.16,17,14,2,2.0,0.0
-27.99,-93.38600000000001,65.39600000000002,17,15,2,-16.0,0.0
-10.01,-75.433,65.423,17,16,2,1.5,0.0
-27.01,-92.33200000000001,65.322,17,17,2,-18.0,0.0
-10.0,-75.502,65.502,17,18,2,0.0,0.0
-27.01,-92.459,65.449,17,19,2,-18.0,0.0
-10.0,-75.50399999999999,65.50399999999999,17,20,2,0.0,0.0
-27.01,-92.531,65.521,17,21,2,-18.75,0.0
-9.792,-74.065,64.273,17,22,2,1.0,0.0
-26.01,-91.49700000000001,65.48700000000001,17,23,2,-17.0,0.0
-10.01,-75.447,65.437,17,24,2,-3.0,0.0
-28.0,-93.476,65.476,17,25,2,-18.0,0.0
-10.01,-75.426,65.416,17,26,2,-1.0,0.0
-27.0,-92.505,65.505,17,27,2,-17.0,0.0
-9.01,-74.47399999999999,65.46399999999998,17,28,2,0.0,0.0
-27.01,-92.42,65.41,17,29,2,-17.5,0.0
-7.01,-72.438,65.428,17,30,2,2.5,0.0
-27.01,-92.40299999999999,65.39299999999999,17,31,2,-18.0,0.0
-10.01,-75.49,65.47999999999999,17,32,2,-0.5,0.0
-25.99,-92.93799999999999,66.948,17,1,3,-13.0,0.0
-8.99,-76.116,67.126,17,2,3,8.0,0.0
-26.041,-93.435,67.394,17,3,3,-11.5,0.0
-9.01,-76.117,67.107,17,4,3,0.0,0.0
-24.031,-90.845,66.814,17,5,3,-13.5,0.0
-7.99,-75.074,67.084,17,6,3,8.5,0.0
-25.99,-92.97200000000001,66.98200000000001,17,7,3,-9.0,0.0
-9.0,-76.126,67.126,17,8,3,3.0,0.0
-26.563000000000002,-93.48200000000001,66.91900000000001,17,9,3,-11.0,0.0
-9.01,-76.11,67.1,17,10,3,1.0,0.0
-25.99,-92.82700000000001,66.83700000000002,17,11,3,-15.0,0.0
-8.99,-76.133,67.143,17,12,3,7.0,0.0
-25.99,-92.95,66.96000000000001,17,13,3,-9.0,0.0
-8.01,-75.092,67.082,17,14,3,1.0,0.0
-27.031,-94.20299999999999,67.172,17,15,3,-14.0,0.0
-8.99,-76.111,67.12100000000001,17,16,3,8.0,0.0
-26.811999999999998,-93.51100000000001,66.69900000000001,17,17,3,-17.5,0.0
-9.0,-76.169,67.169,17,18,3,1.0,0.0
-26.01,-93.015,67.005,17,19,3,-17.0,0.0
-9.0,-76.181,67.181,17,20,3,1.0,0.0
-26.031,-93.462,67.43100000000001,17,21,3,-17.5,0.0
-8.01,-75.072,67.062,17,22,3,1.0,0.0
-26.01,-93.02799999999999,67.01799999999999,17,23,3,-16.0,0.0
-8.01,-75.081,67.071,17,24,3,0.5,0.0
-26.0,-93.016,67.016,17,25,3,-16.0,0.0
-9.01,-76.108,67.098,17,26,3,0.0,0.0
-27.0,-94.06299999999999,67.06299999999999,17,27,3,-17.0,0.0
-8.015,-75.155,67.14,17,28,3,1.0,0.0
-26.01,-93.01799999999999,67.00799999999998,17,29,3,-16.0,0.0
-9.01,-76.168,67.158,17,30,3,0.0,0.0
-26.01,-92.991,66.981,17,31,3,-17.0,0.0
-9.01,-76.15899999999999,67.14899999999999,17,32,3,0.0,0.0
-27.01,-91.45100000000001,64.441,17,1,4,-15.0,0.0
-10.99,-75.669,64.679,17,2,4,6.0,0.0
-26.99,-91.572,64.58200000000001,17,3,4,-11.0,0.0
-11.030999999999999,-75.58800000000001,64.55700000000002,17,4,4,-2.0,0.0
-27.031,-91.42299999999999,64.392,17,5,4,-18.0,0.0
-9.99,-74.71300000000001,64.72300000000001,17,6,4,7.0,0.0
-27.01,-91.618,64.60799999999999,17,7,4,-17.0,0.0
-9.99,-74.696,64.706,17,8,4,5.0,0.0
-26.99,-91.69,64.7,17,9,4,-10.0,0.0
-9.771,-74.086,64.315,17,10,4,5.0,0.0
-27.021,-91.411,64.39,17,11,4,-16.5,0.0
-10.0,-74.67699999999999,64.67699999999999,17,12,4,0.0,0.0
-27.0,-91.59,64.59,17,13,4,-12.5,0.0
-11.030999999999999,-75.653,64.62200000000001,17,14,4,-2.0,0.0
-27.01,-91.463,64.45299999999999,17,15,4,-15.0,0.0
-10.01,-74.68,64.67,17,16,4,0.0,0.0
-27.01,-91.60600000000001,64.596,17,17,4,-18.0,0.0
-10.0,-74.7,64.7,17,18,4,0.0,0.0
-27.01,-91.475,64.46499999999999,17,19,4,-17.0,0.0
-10.0,-74.705,64.705,17,20,4,0.0,0.0
-27.01,-91.677,64.667,17,21,4,-17.0,0.0
-10.01,-74.638,64.628,17,22,4,-1.0,0.0
-27.01,-91.68799999999999,64.67799999999998,17,23,4,-17.0,0.0
-10.01,-74.67399999999999,64.66399999999999,17,24,4,-1.0,0.0
-27.0,-91.65799999999999,64.65799999999999,17,25,4,-17.0,0.0
-10.01,-74.617,64.607,17,26,4,-1.0,0.0
-27.0,-91.699,64.699,17,27,4,-17.0,0.0
-10.01,-74.67399999999999,64.66399999999999,17,28,4,-1.0,0.0
-27.01,-91.522,64.512,17,29,4,-17.0,0.0
-10.01,-74.667,64.657,17,30,4,-1.0,0.0
-27.01,-91.62700000000001,64.617,17,31,4,-18.0,0.0
-8.01,-72.568,64.55799999999999,17,32,4,1.5,0.0
-40.99,-107.325,66.33500000000001,18,1,1,-26.0,0.0
-26.99,-92.96600000000001,65.97600000000001,18,2,1,-10.0,0.0
-45.0,-111.44200000000001,66.44200000000001,18,3,1,-35.0,0.0
-28.0,-93.82,65.82,18,4,1,-16.5,0.0
-37.021,-103.48899999999999,66.46799999999999,18,5,1,-21.0,0.0
-23.99,-89.64299999999999,65.65299999999999,18,6,1,-8.0,0.0
-40.802,-107.05799999999999,66.256,18,7,1,-29.0,0.0
-27.0,-92.853,65.853,18,8,1,-16.0,0.0
-37.99,-103.87899999999999,65.88899999999998,18,9,1,-22.0,0.0
-28.0,-93.735,65.735,18,10,1,-16.0,0.0
-44.99,-110.945,65.95499999999998,18,11,1,-27.5,0.0
-27.99,-93.81200000000001,65.82200000000002,18,12,1,-11.0,0.0
-38.553000000000004,-104.245,65.69200000000001,18,13,1,-25.5,0.0
-27.99,-93.939,65.949,18,14,1,-12.0,0.0
-33.99,-99.855,65.86500000000001,18,15,1,-17.0,0.0
-26.99,-92.89,65.9,18,16,1,-10.0,0.0
-37.021,-102.98700000000001,65.96600000000001,18,17,1,-31.0,0.0
-28.0,-93.88799999999999,65.88799999999999,18,18,1,-18.0,0.0
-38.01,-103.818,65.80799999999999,18,19,1,-35.0,0.0
-31.0,-97.18799999999999,66.18799999999999,18,20,1,-21.0,0.0
-37.021,-103.163,66.142,18,21,1,-32.5,0.0
-28.0,-93.88799999999999,65.88799999999999,18,22,1,-18.0,0.0
-38.01,-104.134,66.124,18,23,1,-34.5,0.0
-30.791999999999998,-96.83200000000001,66.04,18,24,1,-20.0,0.0
-37.021,-103.0,65.979,18,25,1,-31.0,0.0
-28.0,-93.84100000000001,65.84100000000001,18,26,1,-18.0,0.0
-41.021,-107.214,66.193,18,27,1,-25.0,0.0
-24.99,-90.735,65.745,18,28,1,-8.0,0.0
-34.021,-99.835,65.814,18,29,1,-28.0,0.0
-30.791999999999998,-96.664,65.872,18,30,1,-19.0,0.0
-38.01,-103.93299999999999,65.923,18,31,1,-22.5,0.0
-26.99,-93.022,66.03200000000001,18,32,1,-10.0,0.0
-40.99,-107.823,66.833,18,1,2,-25.0,0.0
-30.99,-97.771,66.781,18,2,2,-15.0,0.0
-29.0,-95.675,66.675,18,3,2,-19.0,0.0
-28.99,-95.72399999999999,66.734,18,4,2,-17.0,0.0
-29.021,-95.84700000000001,66.82600000000001,18,5,2,-17.0,0.0
-30.99,-97.73899999999999,66.749,18,6,2,-17.0,0.0
-40.802,-107.68799999999999,66.886,18,7,2,-29.0,0.0
-23.791999999999998,-90.677,66.885,18,8,2,-13.0,0.0
-38.99,-105.845,66.85499999999999,18,9,2,-23.0,0.0
-23.99,-90.696,66.706,18,10,2,-12.0,0.0
-31.771,-98.397,66.626,18,11,2,-17.0,0.0
-28.99,-95.71799999999999,66.728,18,12,2,-12.0,0.0
-39.0,-105.749,66.749,18,13,2,-27.0,0.0
-21.99,-88.792,66.802,18,14,2,-8.0,0.0
-28.021,-94.82700000000001,66.80600000000001,18,15,2,-19.0,0.0
-28.99,-95.744,66.754,18,16,2,-12.0,0.0
-31.021,-98.059,67.038,18,17,2,-26.5,0.0
-39.01,-105.93299999999999,66.923,18,19,2,-36.0,0.0
-30.0,-96.884,66.884,18,20,2,-20.0,0.0
-29.01,-95.81299999999999,66.80299999999998,18,21,2,-26.0,0.0
-26.0,-92.89299999999999,66.89299999999999,18,22,2,-16.0,0.0
-34.01,-100.85799999999999,66.84799999999998,18,23,2,-31.0,0.0
-19.01,-85.69200000000001,66.682,18,24,2,-16.0,0.0
-39.021,-105.88799999999999,66.86699999999999,18,25,2,-33.0,0.0
-29.0,-95.84200000000001,66.84200000000001,18,26,2,-19.0,0.0
-37.99,-104.486,66.49600000000001,18,27,2,-21.0,0.0
-28.99,-95.78399999999999,66.794,18,28,2,-12.0,0.0
-40.01,-106.786,66.77600000000001,18,29,2,-37.0,0.0
-25.791999999999998,-92.62899999999999,66.83699999999999,18,30,2,-15.0,0.0
-41.99,-108.564,66.57399999999998,18,31,2,-24.5,0.0
-23.99,-90.771,66.781,18,32,2,-7.0,0.0
-27.01,-93.171,66.161,18,1,3,-16.0,0.0
-16.99,-83.193,66.203,18,2,3,-1.0,0.0
-31.0,-97.073,66.073,18,3,3,-20.0,0.0
-21.99,-88.186,66.19600000000001,18,4,3,-10.5,0.0
-32.021,-98.24,66.219,18,5,3,-21.75,0.0
-21.99,-88.155,66.165,18,6,3,-6.0,0.0
-31.802,-98.061,66.25900000000001,18,7,3,-19.0,0.0
-21.99,-88.09200000000001,66.10200000000002,18,8,3,-9.0,0.0
-39.99,-105.661,65.67099999999999,18,9,3,-26.0,0.0
-21.99,-88.145,66.155,18,10,3,-9.0,0.0
-32.0,-98.25299999999999,66.25299999999999,18,11,3,-19.0,0.0
-21.99,-88.234,66.244,18,12,3,-5.0,0.0
-32.01,-98.19,66.18,18,13,3,-19.0,0.0
-21.771,-87.74,65.969,18,14,3,-7.5,0.0
-31.01,-97.27,66.25999999999999,18,15,3,-22.0,0.0
-19.99,-86.17399999999999,66.184,18,16,3,-3.5,0.0
-32.021,-98.20299999999999,66.18199999999999,18,17,3,-26.0,0.0
-22.021,-88.09299999999999,66.07199999999999,18,18,3,-16.0,0.0
-32.01,-98.242,66.232,18,19,3,-29.0,0.0
-22.021,-88.079,66.05799999999999,18,20,3,-16.0,0.0
-34.021,-100.28200000000001,66.26100000000001,18,21,3,-28.0,0.0
-33.0,-98.794,65.794,18,22,3,-23.0,0.0
-37.01,-103.255,66.245,18,23,3,-34.0,0.0
-20.01,-86.197,66.187,18,24,3,-17.0,0.0
-31.021,-97.17200000000001,66.15100000000001,18,25,3,-25.0,0.0
-23.021,-89.46799999999999,66.44699999999999,18,26,3,-17.5,0.0
-27.021,-93.20299999999999,66.18199999999999,18,27,3,-18.0,0.0
-21.99,-88.204,66.214,18,28,3,-6.0,0.0
-32.021,-98.23299999999999,66.21199999999999,18,29,3,-26.0,0.0
-30.0,-95.958,65.958,18,30,3,-20.0,0.0
-30.021,-96.255,66.234,18,31,3,-18.5,0.0
-27.0,-93.197,66.197,18,32,3,-11.0,0.0
-3.99,-71.218,67.22800000000001,21,27,2,7.5,0.0
-10.041,-77.031,66.99000000000001,24,1,1,2.0,0.0
-14.99,-80.035,65.045,24,2,1,2.0,1.0
-14.99,-80.107,65.117,24,3,1,2.0,0.0
-12.770999999999999,-79.93,67.159,24,5,1,2.0,0.0
-14.99,-80.025,65.03500000000001,24,6,1,2.0,0.998
-14.99,-80.11399999999999,65.124,24,7,1,2.0,0.0
-14.99,-80.009,65.019,24,8,1,2.0,0.866
-14.99,-80.117,65.12700000000001,24,9,1,2.0,0.0
-14.812000000000001,-79.992,65.18,24,10,1,2.0,0.861
-7.031000000000001,-72.94800000000001,65.917,24,11,1,2.0,0.0
-7.031000000000001,-73.312,66.28099999999999,24,12,1,2.0,0.5489999999999999
-14.99,-80.11399999999999,65.124,24,13,1,2.0,0.0
-5.782,-73.376,67.59400000000001,24,15,1,2.0,0.0
-8.0,-73.233,65.233,24,16,1,2.0,0.9420000000000001
-5.021,-70.09,65.069,24,17,1,1.0,0.0
-4.021,-69.113,65.092,24,18,1,2.0,0.0
-8.0,-73.2,65.2,24,19,1,2.0,0.0
-4.021,-69.141,65.12,24,20,1,2.0,0.0
-4.021,-68.988,64.967,24,21,1,2.0,0.0
-7.031000000000001,-73.972,66.94099999999999,24,22,1,2.0,0.522
-4.021,-69.075,65.054,24,23,1,2.0,0.0
-4.021,-69.09899999999999,65.07799999999999,24,25,1,2.0,0.0
-4.021,-70.922,66.901,24,26,1,2.0,0.198
-8.0,-73.255,65.255,24,27,1,2.0,0.0
-8.0,-73.311,65.311,24,28,1,2.0,0.638
-4.021,-69.872,65.851,24,29,1,2.0,0.0
-4.021,-68.99,64.969,24,30,1,2.0,0.0
-2.01,-66.96600000000001,64.956,24,31,1,1.0,0.0
-8.0,-73.844,65.844,24,32,1,2.0,0.986
-14.99,-82.212,67.22200000000001,24,2,2,2.0,0.765
-14.99,-82.307,67.31700000000001,24,3,2,2.0,0.0
-14.99,-82.208,67.218,24,6,2,2.0,0.727
-14.99,-82.31299999999999,67.323,24,7,2,2.0,0.0
-14.99,-82.194,67.20400000000001,24,8,2,2.0,0.735
-14.99,-82.257,67.26700000000001,24,9,2,2.0,0.0
-14.812000000000001,-82.17,67.358,24,10,2,2.0,0.695
-8.0,-75.11399999999999,67.11399999999999,24,11,2,2.0,0.0
-8.0,-75.324,67.324,24,12,2,2.0,0.10400000000000001
-14.99,-82.315,67.325,24,13,2,2.0,0.0
-9.0,-75.804,66.804,24,15,2,1.0,0.0
-8.0,-75.248,67.248,24,16,2,2.0,0.096
-10.021,-76.73899999999999,66.71799999999999,24,17,2,-4.0,0.0
-4.021,-71.258,67.237,24,18,2,2.0,0.0
-6.782,-73.715,66.933,24,19,2,1.5,0.0
-4.021,-71.32600000000001,67.305,24,20,2,2.0,0.0
-6.021,-72.741,66.72,24,21,2,0.0,0.0
-6.01,-72.702,66.692,24,23,2,0.0,0.0
-8.021,-74.692,66.67099999999999,24,25,2,-2.0,0.0
-8.0,-75.332,67.332,24,27,2,2.0,0.0
-8.0,-75.354,67.354,24,28,2,2.0,0.094
-4.021,-71.124,67.103,24,30,2,2.0,0.0
-8.0,-75.37899999999999,67.37899999999999,24,32,2,2.0,0.509
-8.0,-75.878,67.878,24,11,3,2.0,0.0
-4.021,-71.876,67.855,24,21,3,2.0,0.0
-26.021,-92.166,66.145,25,1,1,-20.0,1.0
-26.021,-92.196,66.175,25,3,1,-20.0,1.0
-6.021,-72.26899999999999,66.24799999999999,25,4,1,0.0,1.0
-26.021,-92.16,66.139,25,5,1,-20.0,1.0
-26.021,-92.23100000000001,66.21000000000001,25,7,1,-20.0,1.0
-6.021,-72.626,66.605,25,8,1,0.0,1.0
-26.021,-92.197,66.176,25,9,1,-20.0,1.0
-6.021,-72.453,66.432,25,10,1,0.0,1.0
-26.01,-92.235,66.225,25,11,1,-23.0,1.0
